tempo_s,erro_posicao_m,erro_orientacao_deg
0.0,5.818835348849605,5.762061045214757
0.009999999999990905,5.820292011038109,6.019884678966201
0.020000000000010232,5.821728130358929,6.280355381579951
0.030000000000001137,5.82318333686659,6.520976057637025
0.03999999999999204,5.824509348589199,6.759647794623958
0.05000000000001137,5.825845973340004,7.003069647270779
0.060000000000002274,5.8271799086722735,7.245151003013926
0.06999999999999318,5.828425644852411,7.453474635971867
0.06999999999999318,5.829649817758201,7.66236668549757
0.09000000000000341,5.830797061211454,7.84606601418554
0.09999999999999432,5.831935173686063,8.026814308101294
0.11000000000001364,5.832977029510005,8.194336979735876
0.12000000000000455,5.833982292882598,8.354900497861086
0.12999999999999545,5.83495709513624,8.521088307825671
0.13999999999998636,5.835952185669412,8.68634221456774
0.15000000000000568,5.836799544767384,8.8232852446002
0.1599999999999966,5.837662890634347,8.971604493370062
0.1699999999999875,5.83858169104633,9.118144885805783
0.18000000000000682,5.839347492692129,9.243362946179143
0.18999999999999773,5.840107345209588,9.367234770209215
0.19999999999998863,5.840773504098388,9.477386069517774
0.21000000000000796,5.841419169810656,9.582045500935438
0.21999999999999886,5.842032844763344,9.684200241387428
0.22999999999998977,5.842651742847743,9.787941327643221
0.2400000000000091,5.843262269108642,9.887834324916904
0.25,5.843877912776517,9.990335753005695
0.2599999999999909,5.844341810322792,10.066796778164973
0.27000000000001023,5.844826583307547,10.146978713682287
0.28000000000000114,5.845320744545804,10.228607637448736
0.28999999999999204,5.845806632040572,10.30961800489837
0.30000000000001137,5.846283897761889,10.388480206242939
0.3100000000000023,5.846751411013364,10.464166703795788
0.3199999999999932,5.847224780753863,10.546654381095365
0.3300000000000125,5.847647462087767,10.620949587889395
0.3400000000000034,5.84803382253006,10.694681612420403
0.3499999999999943,5.848475285121296,10.768427508425061
0.36000000000001364,5.8487960674330886,10.800862181345764
0.37000000000000455,5.8490506903231,10.817660464751535
0.37999999999999545,5.849260352041546,10.819231269037136
0.38999999999998636,5.849459036058441,10.807682760323958
0.4000000000000057,5.849630690469696,10.792398854241958
0.4099999999999966,5.849883754715759,10.774829567432974
0.4199999999999875,5.8501682381157565,10.715867214488288
0.4300000000000068,5.850498789208775,10.660138802512739
0.4399999999999977,5.850897457878964,10.593008562943899
0.44999999999998863,5.851350874228689,10.516171497846665
0.46000000000000796,5.851868453791584,10.429742583600511
0.46999999999999886,5.852455263256939,10.333969483856194
0.47999999999998977,5.853115621649919,10.22773348975768
0.4900000000000091,5.853850828491956,10.111854220655234
0.4900000000000091,5.854664377771209,9.985075589993466
0.5099999999999909,5.855557570112375,9.847575515793213
0.5200000000000102,5.856533643747515,9.697962194964264
0.5200000000000102,5.857594800410738,9.536130938253416
0.539999999999992,5.858744868484931,9.360655083104158
0.5500000000000114,5.859987360772242,9.171301848147442
0.5600000000000023,5.861327105863376,8.96663591871171
0.5699999999999932,5.862769196100574,8.746270211357603
0.5800000000000125,5.8643195993202095,8.508768632382449
